Gene ID,Exemplar Accession,Exemplar gene,Exemplar species,Number of species,Number of genera,Average percentage of target recovered,Average recovered length,Fasta file url,Alignment file url,Tree file url
6041,A0A438F3P0,GCP4_2,Vitis vinifera (Grape),9359,7485,47.5,891.4646,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6041.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6041.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6041.tree
6048,A0A3L6FKX4,TAF13,Zea mays (Maize),8679,6975,67.4,207.0184,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6048.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6048.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6048.tree
6050,A0A1D1YVF0,PCID2_2,Anthurium amnicola,9149,7336,55.9,427.9784,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6050.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6050.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6050.tree
6051,A0A3L6FW46,EMB2768,Zea mays (Maize),9401,7515,87.4,1009.9225,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6051.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6051.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6051.tree
6056,,,,8957,7198,37.7,346.28,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6056.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6056.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6056.tree
6064,Q9LU57,At5g51170,Arabidopsis thaliana (Mouse-ear cress),7878,6455,59.9,379.6834,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6064.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6064.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6064.tree
6068,A0A4D9C0C6,CCDC12,Salvia splendens (Scarlet sage),9056,7277,84.1,227.1795,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6068.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6068.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6068.tree
6072,A0A1D1ZKD2,At5g19370,Anthurium amnicola,9182,7351,55.9,369.5218,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6072.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6072.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6072.tree
6098,A0A1D1YBM2,COG6_2,Anthurium amnicola,9391,7506,64.8,1250.7534,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6098.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6098.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6098.tree
6110,A0A2I0A1W7,rpl23,Apostasia shenzhenica,8992,7222,91.2,314.1248,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6110.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6110.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6110.tree
6114,A0A140B4A1,HSCB,Prunus persica var. persica,8834,7122,53.8,303.4287,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6114.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6114.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6114.tree
6119,A0A438C1I5,wdhd1_0,Vitis vinifera (Grape),9126,7382,48.3,1079.234,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6119.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6119.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6119.tree
6128,A0A1D1XXJ5,spen_1,Anthurium amnicola,8935,7195,53.9,431.172,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6128.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6128.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6128.tree
6130,A0A4D9AAL1,PHYH,Salvia splendens (Scarlet sage),9008,7242,67.9,312.0927,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6130.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6130.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6130.tree
6139,O50039,OTC,Arabidopsis thaliana (Mouse-ear cress),9403,7516,89.8,834.143,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6139.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6139.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6139.tree
6148,A0A1J6JEG6,PPD2,Nicotiana attenuata (Coyote tobacco),9045,7268,83.8,380.7092,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6148.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6148.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6148.tree
6150,A0A438ECB7,yciO,Vitis vinifera (Grape),8449,6845,55.1,354.4977,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6150.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6150.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6150.tree
6164,A0A371ECG5,PTRHD1,Mucuna pruriens (Velvet bean) (Dolichos pruriens),8720,7008,80.6,282.3678,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6164.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6164.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6164.tree
6175,,,,9148,7319,39.8,558.5255,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6175.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6175.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6175.tree
6176,Q9FEA2,OVA3,Arabidopsis thaliana (Mouse-ear cress),9391,7508,61.7,884.8912,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6176.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6176.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6176.tree
6198,A0A3L6FH44,Zmat2,Zea mays (Maize),9178,7348,55.7,261.4602,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6198.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6198.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6198.tree
6216,A0A314KXG7,LPA3,Nicotiana attenuata (Coyote tobacco),9162,7338,43.2,403.2882,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6216.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6216.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6216.tree
6221,A0A1D1Y876,truA1_1,Anthurium amnicola,8901,7171,71.0,470.9127,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6221.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6221.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6221.tree
6226,Q66GJ0,ENF2,Arabidopsis thaliana (Mouse-ear cress),9296,7447,66.1,673.829,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6226.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6226.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6226.tree
6227,Q9FFJ2,ENH1,Arabidopsis thaliana (Mouse-ear cress),9077,7268,66.2,390.8593,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6227.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6227.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6227.tree
6238,F4II10,At2g40570,Arabidopsis thaliana (Mouse-ear cress),9294,7448,68.2,623.2438,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6238.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6238.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6238.tree
6258,Q1ACB3,HST,Arabidopsis thaliana (Mouse-ear cress),9252,7404,61.1,549.8745,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6258.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6258.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6258.tree
6265,A0A3L6FW12,TFCB_1,Zea mays (Maize),9284,7433,49.5,339.9588,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6265.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6265.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6265.tree
6270,A0A1J6K2U1,FH,Nicotiana attenuata (Coyote tobacco),7866,6388,59.3,240.4913,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6270.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6270.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6270.tree
6274,A0A3L6E533,ycf37,Zea mays (Maize),9263,7410,86.8,493.3086,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6274.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6274.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6274.tree
6282,A0A4D9ABA8,IMP3,Salvia splendens (Scarlet sage),9158,7339,76.0,356.6926,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6282.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6282.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6282.tree
6284,A0A4D9BC79,ALG8,Salvia splendens (Scarlet sage),9342,7473,71.0,769.5215,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6284.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6284.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6284.tree
6295,A0A371GPY7,SQD1,Mucuna pruriens (Velvet bean) (Dolichos pruriens),9402,7516,90.3,1077.5557,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6295.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6295.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6295.tree
6298,Q8LGI8,NAA20,Arabidopsis thaliana (Mouse-ear cress),9337,7472,75.5,393.8451,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6298.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6298.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6298.tree
6299,A0A1J6IPL9,PAP11,Nicotiana attenuata (Coyote tobacco),8707,6998,75.1,324.758,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6299.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6299.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6299.tree
6303,A0A438K8T6,RBL11_0,Vitis vinifera (Grape),9288,7448,74.0,444.7629,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6303.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6303.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6303.tree
6318,A0A371GGN1,UGP3,Mucuna pruriens (Velvet bean) (Dolichos pruriens),9317,7455,51.8,897.7046,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6318.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6318.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6318.tree
6320,A0A371E406,der,Mucuna pruriens (Velvet bean) (Dolichos pruriens),9356,7484,76.6,1002.421,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6320.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6320.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6320.tree
6363,A0A3L6F4A3,mnmE,Zea mays (Maize),9315,7453,58.5,721.5916,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6363.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6363.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6363.tree
6366,,,,9112,7309,67.6,435.4355,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6366.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6366.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6366.tree
6373,Q1H5E9,PRDA1,Arabidopsis thaliana (Mouse-ear cress),9329,7468,75.8,637.0447,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6373.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6373.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6373.tree
6376,A0A5B6VPS6,nubpl,Gossypium australe,9225,7383,71.5,440.1707,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6376.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6376.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6376.tree
6378,P82869,CYP37,Arabidopsis thaliana (Mouse-ear cress),8933,7168,44.3,429.3652,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6378.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6378.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6378.tree
6379,A0A1D1XYZ3,NIP1_3,Anthurium amnicola,8385,6770,73.6,215.2398,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6379.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6379.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6379.tree
6383,F4JF21,PTAC10,Arabidopsis thaliana (Mouse-ear cress),9280,7428,52.1,506.499,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6383.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6383.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6383.tree
6384,Q9C712,pde194,Arabidopsis thaliana (Mouse-ear cress),9114,7325,47.4,382.5986,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6384.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6384.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6384.tree
6387,A0A3L6FVT2,TGD1,Zea mays (Maize),9178,7349,83.5,680.32,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6387.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6387.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6387.tree
6389,A0A1D1Z536,qtrt1_2,Anthurium amnicola,9043,7254,51.0,590.7549,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6389.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6389.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6389.tree
6393,A0A371FB87,MAT2B,Mucuna pruriens (Velvet bean) (Dolichos pruriens),9001,7252,62.2,444.2211,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6393.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6393.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6393.tree
6398,A0A1P8B477,At4g16510,Arabidopsis thaliana (Mouse-ear cress),8489,6867,72.6,273.5784,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6398.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6398.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6398.tree
6401,A0A438HI65,PUMP3_0,Vitis vinifera (Grape),8897,7154,82.3,489.1169,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6401.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6401.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6401.tree
6404,A0A4D9BXE6,BUD23,Salvia splendens (Scarlet sage),9291,7435,55.4,362.3074,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6404.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6404.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6404.tree
6405,A0A1D1XFU0,med8_5,Anthurium amnicola,9304,7446,65.9,722.7771,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6405.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6405.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6405.tree
6406,A0A371H5N0,ATG18B,Mucuna pruriens (Velvet bean) (Dolichos pruriens),8337,6782,38.1,329.1172,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6406.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6406.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6406.tree
6407,,,,8464,6821,67.3,272.0985,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6407.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6407.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6407.tree
6412,A0A2I0ADW2,PAP6,Apostasia shenzhenica,9077,7265,79.3,479.876,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6412.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6412.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6412.tree
6420,Q8RXW6,At1g06240,Arabidopsis thaliana (Mouse-ear cress),9191,7389,74.8,508.4221,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6420.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6420.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6420.tree
6430,Q8S924,ATG12A,Arabidopsis thaliana (Mouse-ear cress),4861,4087,57.6,157.363,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6430.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6430.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6430.tree
6432,T1DBX3,RPH1,Silene latifolia (White campion) (Bladder campion),7847,6353,67.2,350.7802,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6432.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6432.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6432.tree
6439,A0A097P9R3,ABCI10,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis),9241,7394,79.6,383.3223,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6439.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6439.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6439.tree
6447,A0A1D1YT46,FAM210B,Anthurium amnicola,8868,7160,79.8,329.6874,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6447.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6447.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6447.tree
6448,,,,8555,6922,43.7,380.6043,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6448.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6448.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6448.tree
6449,Q8VWY0,UBI-1,Cucumis sativus (Cucumber),7239,5943,75.6,189.7388,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6449.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6449.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6449.tree
6450,A0A0G2SJG0,AS,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),9402,7516,72.1,908.7734,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6450.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6450.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6450.tree
6454,A0A371GP75,PITHD1,Mucuna pruriens (Velvet bean) (Dolichos pruriens),9216,7389,56.5,344.1173,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6454.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6454.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6454.tree
6457,,,,8218,6675,65.4,323.1351,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6457.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6457.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6457.tree
6458,A0A4D9BHB8,HCAR,Salvia splendens (Scarlet sage),9183,7349,41.3,495.563,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6458.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6458.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6458.tree
6459,A0A3L6G3J6,LPA1_3,Zea mays (Maize),9187,7370,65.5,491.0079,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6459.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6459.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6459.tree
6460,A0A4D9BHA8,COQ6,Salvia splendens (Scarlet sage),9320,7462,69.7,645.7862,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6460.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6460.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6460.tree
6462,A0A251VQY7,NLP1,Helianthus annuus (Common sunflower),9372,7494,77.7,619.9075,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6462.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6462.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6462.tree
6483,A0A317Y897,At2g37660_5,Zea mays (Maize),9238,7392,60.3,454.6132,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6483.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6483.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6483.tree
6487,A0A2I0WH51,SDH1-1,Dendrobium catenatum,9354,7490,74.3,1189.7655,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6487.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6487.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6487.tree
6488,A4GWU9,PP2C,Hordeum vulgare subsp. vulgare (Domesticated barley),9087,7285,53.4,338.7013,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6488.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6488.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6488.tree
6492,A0A314LDQ5,HCF164,Nicotiana attenuata (Coyote tobacco),9334,7464,82.8,452.398,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6492.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6492.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6492.tree
6494,A0A0G2T405,ccs1,Melianthus villosus,9335,7470,76.3,1024.5395,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6494.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6494.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6494.tree
6496,A0A5B6WD75,sap-49,Gossypium australe,9351,7482,64.8,445.2815,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6496.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6496.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6496.tree
6498,Q9S7N7,PSAG,Arabidopsis thaliana (Mouse-ear cress),9021,7247,91.8,260.1527,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6498.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6498.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6498.tree
6500,A0A438KDU4,wdr70,Vitis vinifera (Grape),9390,7509,80.3,1127.7834,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6500.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6500.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6500.tree
6506,Q8VWK3,FKBP,Pyrus communis (Pear) (Pyrus domestica),9149,7325,51.9,267.2631,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6506.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6506.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6506.tree
6507,A0A438DFR2,dph2_1,Vitis vinifera (Grape),8715,7037,41.9,208.3104,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6507.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6507.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6507.tree
6514,A0A438IF99,PPOX2,Vitis vinifera (Grape),1246,1117,90.6,87.0961,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6514.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6514.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6514.tree
6526,A0A3L6DWE6,SKA1_0,Zea mays (Maize),7875,6444,55.9,230.2857,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6526.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6526.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6526.tree
6527,A0A4D8YM46,DPO4,Salvia splendens (Scarlet sage),9278,7448,61.6,858.2878,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6527.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6527.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6527.tree
6528,A0A4D9BIH5,yaeR,Salvia splendens (Scarlet sage),9255,7420,78.1,335.9904,http://sftp.kew.org/pub/paftol/current_release/fasta/by_gene/6528.dna.fasta,http://sftp.kew.org/pub/paftol/current_release/fasta/alignments/6528.dna.aln.fasta,http://sftp.kew.org/pub/paftol/current_release/tree/gene/6528.tree
